FIPS,County Name,County State,BuyerFullName,BuyerState,BuyerCity,BuyerAddress,BuyerZIP,BuyerPurchases6MSum
48495,Winkler,TX,TYLER-KERMIT LLC,Miami Beach,FL,1928 Purdy Ave,33139,2
48497,Wise,TX,LENNAR HOMES OF TEXAS LAND AND CONSTRUCTION L,Irving,TX,1231 Greenway Dr Ste 800,75038,1920
48497,Wise,TX,OPENDOOR PROPERTY TRUST,Tempe,AZ,1295 W Washington St Ste 115,85288,1326
48497,Wise,TX,ARMM ASSET COMPANY 2 LLC,Austin,TX,3903 S Congress Ave Unit 40298,78704,431
48497,Wise,TX,LENNAR HOMES OF TEXAS LAND AND CONSTRUCTION L,Irving,TX,1707 Market Place Blvd Ste 100,75063,420
48497,Wise,TX,PLANET HOME LENDING LLC,Meriden,CT,321 Research Pkwy Ste 303,6450,270
48497,Wise,TX,NATIONAL RESIDENTIAL NOMINEE SERVICES INC,Frisco,TX,2600 Dallas Pkwy Ste 101,75034,195
48497,Wise,TX,TEXAN MUTUAL LLC,Irving,TX,5000 Riverside Dr Ste 100w,75039,190
48497,Wise,TX,SFR JV-3 PROPERTY LLC,Tustin,CA,15771 Red Hill Ave Ste 100,92780,167
48497,Wise,TX,AMERICAN LEGEND HOMES LLC,Lewisville,TX,4400 State Highway 121 Ste 410,75056,167
48497,Wise,TX,DR HORTON-TEXAS LTD,Fort Worth,TX,6751 North Fwy,76131,159
48497,Wise,TX,FKH EXCHANGE LLC,Atlanta,GA,600 Galleria Pkwy Se Ste 300,30339,121
48497,Wise,TX,RIVERSIDE HOMEBUILDERS LTD,Fort Worth,TX,3045 Lackland Rd,76116,120
48497,Wise,TX,HESTIA WH LLC,Dallas,TX,1999 Bryan St # 1300,75201,117
48497,Wise,TX,DALLAS METRO HOLDINGS LLC,Dallas,TX,5014 Mckinney Ave,75205,114
48497,Wise,TX,DOORS HOLDINGS 2025-2 LLC,Tustin,CA,15771 Red Hill Ave Ste 100,92780,112
48497,Wise,TX,RM2 SFR A LP,Atlanta,GA,600 Galleria Pkwy Se Ste 300,30339,97
48497,Wise,TX,TAYLOR MORRISON OF TEXAS INC,Frisco,TX,6735 Salt Cedar Way Ste 200,75034,90
48497,Wise,TX,RM3 SFR A LLC,Atlanta,GA,600 Galleria Pkwy Se Ste 300,30339,84
48497,Wise,TX,NATIONAL HOME CORPORATION,Houston,TX,15915 Katy Fwy Ste 550,77094,82
48497,Wise,TX,SANDLIN HOMES LLC,North Richland Hills,TX,5137 Davis Blvd,76180,78
48497,Wise,TX,CZGS RENTAL 1 LLC,Dallas,TX,12801 N Central Expy Ste 1650,75243,66
48497,Wise,TX,REVIVE DFW LLC,Dallas,TX,8150 N Central Expy Ste M2010,75206,62
48497,Wise,TX,NEI GLOBAL RELOCATION COMPANY,Omaha,NE,2707 N 118th St,68164,62
48497,Wise,TX,CEDAR BROOK PROPERTIES FUNDING 3 LLC,Coral Gables,FL,,33146,50
48497,Wise,TX,AMBITION GROUP LLC,Fort Worth,TX,4900 Se Loop 820 Ste 204,76140,31
48497,Wise,TX,UNIONMAIN HOMES LLC,Dallas,TX,5001 Lyndon B Johnson Fwy Ste 650,75244,23
48497,Wise,TX,GRAEBEL RELOCATION SERVICES WORLDWIDE INC,Aurora,CO,16436 Airport Cir,80011,18
48497,Wise,TX,SUMMIT COVE REALTY INC,Roanoke,TX,216 Oakmont Dr,76262,16
48497,Wise,TX,TSHH LLC,Plano,TX,5501 Headquarters Dr Ste 300w,75024,11
48497,Wise,TX,DFW NADLAN LLC,Allen,TX,1106 Larkspur Dr,75002,11
48497,Wise,TX,LONG TIDE PROPERTIES LTD,Fort Worth,TX,3045 Lackland Rd,76116,11
48497,Wise,TX,INTEGRITY LAND DEVELOPMENT LLC,Rhome,TX,6550 E State Highway 114,76078,6
48497,Wise,TX,LOVELY HOME SOLUTIONS LLC,Fort Worth,TX,Po Box 79293,76179,6
48497,Wise,TX,CONGLOMERATE GAS LLC,Fort Worth,TX,4853 Ben Day Murrin Rd,76126,5
48497,Wise,TX,SEAWILLY HOMES LP,Flower Mound,TX,3904 Immel Dr,75022,5
48497,Wise,TX,DUBCS PROPERTIES LLC,Alvord,TX,2290 County Road 1370,76225,5
48497,Wise,TX,CANADA RODOLFO,Watauga,TX,6937 Yorkston St,76148,5
48497,Wise,TX,BRAVO OIL AND GAS LLC,Fort Worth,TX,Po Box 470754,76147,5
48497,Wise,TX,HOMETOWN PROPERTY OFFERS LLC,Rhome,TX,121 Saddlebrook Ct,76078,5
48497,Wise,TX,SITE BUILT HOMES LLC,North Richland Hills,TX,Po Box 822044,76182,5
48497,Wise,TX,MAINALI INVESTMENT INC,Frisco,TX,383 Timber Creek Ln,75033,5
48497,Wise,TX,RAICES HOLDINGS LLC,Denton,TX,2112 Naples Dr,76210,5
48497,Wise,TX,HARD MONEY FAST LLC,Austin,TX,5900 Balcones Dr Ste 8208,78731,5
48497,Wise,TX,TWENTY-ONE REAL ESTATE LLC,Buda,TX,Po Box 404,78610,4
48497,Wise,TX,LANDVESTER LLC,Mckinney,TX,3402 Ivy Glen Dr,75071,4
48497,Wise,TX,ROYAL CREST CUSTOM HOMES LTD,Fort Worth,TX,5848 Boat Club Rd Ste 456,76179,4
48497,Wise,TX,WIEMAN LAND COMPANY,Aledo,TX,4008 Snow Creek Dr,76008,4
48497,Wise,TX,TOP NOTCH LEVELING AND CONSTRUCTION LLC,Rhome,TX,6550 E State Highway 114,76078,4
48497,Wise,TX,K HOVNANIAN DFW ASPIRE AT REUNION LLC,Plano,TX,5808 W Plano Pkwy,75093,4
48497,Wise,TX,PECOS VENTURE PARTNERS,Plano,TX,6416 Old Gate Rd,75024,4
48497,Wise,TX,HEIDELBERG MATERIALS SOUTHWEST LLC,Irving,TX,300 E John Carpenter Fwy,75062,4
48497,Wise,TX,FORT WORTH BUYS HOUSES LLC,Fort Worth,TX,2600 W 7th St Apt 1625,76107,4
48497,Wise,TX,TALO HOLDINGS LLC,Dallas,TX,5001 Lyndon B Johnson Fwy Ste 650,75244,4
48497,Wise,TX,TYALOR LLC,Fort Worth,TX,13895 Maxwell Blvd,76179,4
48497,Wise,TX,LUNA LLC,Hurst,TX,116 Woodview Ter,76053,3
48497,Wise,TX,FALLAH CONSTRUCTION LLC,Euless,TX,101 E Alexander Ln,76040,3
48497,Wise,TX,REVIVE & RESTORE ENTERPRISES LLC,Decatur,TX,197 Hilltop Dr,76234,3
48497,Wise,TX,REDEEMED ASSETS LLC,Denton,TX,2701 Wind River Ln,76210,3
48497,Wise,TX,EAST OAK LLC,Carrollton,TX,1022 Ryan Ave,75006,3
48497,Wise,TX,BUY NTX HOMES LLC,Azle,TX,744 Arledge St,76020,3
48497,Wise,TX,BEAMAN,Bridgeport,TX,5016 Us Highway 380,76426,2
48497,Wise,TX,IKERD INVESTMENTS LLC,Decatur,TX,1604 W Business 380 Ste 100,76234,2
48497,Wise,TX,TWO TRACK LLC,Dallas,TX,11816 Inwood Rd,75244,2
48497,Wise,TX,JIM LAMBERT CONSTRUCTION INC,Boyd,TX,430 W Rock Island Ave,76023,2
48497,Wise,TX,M & J AGUILAR LLC,Kingwood,TX,300 Forest Center Dr Apt 19106,77339,2
48497,Wise,TX,KENDER ENTERPRISES LLC,Alvord,TX,235 Private Road 2399,76225,2
48497,Wise,TX,SHELTON EQUITIES LLC,Decatur,TX,703 W Mulberry St,76234,2
48497,Wise,TX,COPE HOMES LLC,Allen,TX,950 W Bethany Dr Ste 540,75013,2
48497,Wise,TX,HONEST DEVELOPMENTS LLC,Rhome,TX,6550 E State Highway 114,76078,2
48497,Wise,TX,ANDRADE MANUEL,Decatur,TX,1709 Fm 2264,76234,2
48497,Wise,TX,V & C CONSTRUCTION,Decatur,TX,292 Private Road 4379,76234,2
48497,Wise,TX,PARADIGM INVESTMENT CAPITAL,Winter Park,FL,2109 Sorrento Cir,32792,2
48497,Wise,TX,MORNING GLORY INVESTMENT GROUP INC,Corinth,TX,1711 Morning Glory Dr,76210,2
48497,Wise,TX,GUERRERO RE INVESTMENTS LLC,Springtown,TX,316 W Arbor Ct,76082,2
48497,Wise,TX,OUR COUNTRY HOMES LLC,Hurst,TX,700 W Harwood Rd Ste C,76054,2
48497,Wise,TX,SITE BUILT HOMES LLC,North Richland Hills,TX,7800 Brandi Ln,76182,2
48497,Wise,TX,KINGDOM FOCUS LLC,Bridgeport,TX,5754 Us Highway 380,76426,2
48499,Wood,TX,VETERANS UNITED HOME LOANS,Coppell,TX,8950 Cypress Waters Blvd,75019,64
48499,Wood,TX,PEBBLE CREEK INVESTMENTS LLC,Livingston,TX,380 Flores Rd,77351,49
48499,Wood,TX,CAMINO NUEVO LLC,San Antonio,TX,Po Box 6296,78209,34
48499,Wood,TX,WJR PROPERTIES LLC,Longview,TX,Po Box 9222,75608,11
48499,Wood,TX,TDLS RENTALS AT LINDALE LLC,Colleyville,TX,1501 Hall Johnson Rd Unit 610,76034,8
48499,Wood,TX,TRINIDAD VENTURES LLC,Henderson,NV,236 Sweet Spot St,89074,7
48499,Wood,TX,AJ JEFFERSON VENTURES LLC,Las Vegas,NV,6816 Midpark Cir,89145,6
48499,Wood,TX,MARRS INVESTMENTS LLC,Longview,TX,1006 Windy Ridge Dr,75605,6
48499,Wood,TX,K & K RICH PROPERTIES INC,Mansfield,TX,408 Buttercup Ct,76063,5
48499,Wood,TX,CONGLOMERATE GAS LLC,Fort Worth,TX,4853 Ben Day Murrin Rd,76126,5
48499,Wood,TX,BURLESON BRANDON,Royse City,TX,116 Quinta Cir,75189,4
48499,Wood,TX,FOSON INVESTMENTS LLC,Flower Mound,TX,3200 Dwyer Ln,75022,4
48499,Wood,TX,SCOTTYP LLC,Sulphur Springs,TX,3583 Texas Highway 11 W,75482,3
48499,Wood,TX,SANDY RIDGE PECANS LLC,Canton,TX,1460 Vz County Road 4134,75103,3
48499,Wood,TX,GILCREASE RICKY,Alba,TX,1898 County Road 1570,75410,3
48499,Wood,TX,COMMERCIAL INTERIOR SOLUTIONS & CONSTRUCTION,Alvarado,TX,6748 Country Rd 604,76009,3
48499,Wood,TX,AOG ELITE DEVELOPMENT GROUP LLC,Quitman,TX,125 Holiday Village Dr,75783,3
48499,Wood,TX,JALPA AND MUKESH REALTY LLC,Longview,TX,4418 Red Oak Trl,75604,3
48499,Wood,TX,JANZEN FAMILY REVOCABLE TRUST,Frisco,TX,6460 Cherry Hills Dr,75036,2
48499,Wood,TX,FIFTY ACRE MANAGEMENT LLC,Ennis,TX,11448 Nw County Road 150,75119,2
48499,Wood,TX,CRAFT NOBLE A,Quitman,TX,Po Box 1823,75783,2
48499,Wood,TX,WRIGHT ONE PROPERTIES LLC,Yantis,TX,137 County Road 1992,75497,2
48499,Wood,TX,CATTLEMAN CAPITAL,Dallas,TX,5473 Blair Rd Ste 100,75231,2
48499,Wood,TX,D & S PROPERTY MANAGEMENT LLC,Longview,TX,3647 E Loop Dr,75602,2
48499,Wood,TX,WHITE OAK SHORES SUBDIVISION,Yantis,TX,6435 N Fm 17,75497,2
48499,Wood,TX,CKC GROUP LLC,Troup,TX,16895 Cardinal Ln,75789,2
48503,Young,TX,CHELDAN HOMES LP,Fort Worth,TX,6777 Camp Bowie Blvd Ste 105,76116,27
48503,Young,TX,H & S LIVESTOCK LLC,Graham,TX,517 4th St,76450,2
48503,Young,TX,ZERIMAR REAL ESTATE CONSULTING LLC,Weatherford,TX,228 Rambling Loop,76087,2
48503,Young,TX,JG 411 CONTRACTING LLC,Graham,TX,523 4th St,76450,2
48503,Young,TX,CHRIS HINKLE REAL ESTATE LLC,Austin,TX,3810 Medical Pkwy Ste 134,78756,2
48503,Young,TX,ASH CREEK CREATIONS LLC,Olney,TX,103 E Main St,76374,2
48503,Young,TX,DONS BUTANE SERVICE INC,Loving,TX,Po Box 400,76460,2
48505,Zapata,TX,GONZALEZ JESUS,Zapata,TX,5215 Mission Ln,78076,2
48505,Zapata,TX,GEN 7 PROPERTIES LLC,Laredo,TX,409 Lincoln St,78040,2
48507,Zavala,TX,FOSTER & SCHUELING LLC,Uvalde,TX,106 N East St,78801,2
48507,Zavala,TX,CHAVEZ JOSE,La Pryor,TX,Po Box 757,78872,2
49001,Beaver,UT,ROSE CREEK ESTATES LLC,Draper,UT,11744 S Halls Creek Rd,84020,5
49001,Beaver,UT,PHILIP J BOSTROM TRUST,Beaver,UT,Po Box 23,84713,2
49001,Beaver,UT,KUBIC ENTERPRISES LLC,Manti,UT,625 E 100 S,84642,2
49003,Box Elder,UT,NEIGHBOR TO NEIGHBOR HOMES LLC,Redondo Beach,CA,2015 Manhattan Beach Blvd Ste 100,90278,126
49003,Box Elder,UT,UTAH HOUSING CORPORATION,West Valley City,UT,2479 S Lake Park Blvd,84120,14
49003,Box Elder,UT,RMHF III SERIES LLC,Ogden,UT,1480 E Ridgeline Dr Ste 101,84405,8
49003,Box Elder,UT,KAPP MG INVESTMENTS LLC,Layton,UT,3285 N 2175 E,84040,6
49003,Box Elder,UT,SURE FOUNDATION BUILDERS LLC,Logan,UT,222 Clover Way,84321,4
49003,Box Elder,UT,NEWREZ LLC,Greenville,SC,75 Beattie Pl Ste 110,29601,4
49003,Box Elder,UT,RPTD HOLDINGS LLC,Bluffdale,UT,2973 W 13800 S,84065,3
49003,Box Elder,UT,MAIN & BOUNTIFUL LLC,Bountiful,UT,432 W 3100 S,84010,3
49003,Box Elder,UT,NAVARRO RANDY,Brigham City,UT,470 S Main St,84302,3
49003,Box Elder,UT,LIQUID ASSETS H2O LLC,Logan,UT,701 S Main St Ste 420,84321,3
49003,Box Elder,UT,SHAYLEE ENTERPRISES INC,Tremonton,UT,140 W Main St,84337,2
49003,Box Elder,UT,ANGLE FAMILY TRUST,Lebanon,TN,434 Bradshaw Rd,37087,2
49003,Box Elder,UT,NORTH DAVIS SEWER DISTRICT,Syracuse,UT,4252 W 2200 S,84075,2
49003,Box Elder,UT,AACH LLC,Tremonton,UT,4782 W 11600 N,84337,2
49003,Box Elder,UT,LAURAS LODGE LLC,Garland,UT,4542 W 14802 N,84312,2
49003,Box Elder,UT,HALL RANCH FAMILY TRUST,Portage,UT,9190 W 25800 N,84331,2
49003,Box Elder,UT,BLCK LLC,Mantua,UT,121 E North Dam Rd,84324,2
49003,Box Elder,UT,JMJ HOMES LLC,Sandy,UT,Po Box 901473,84090,2
49003,Box Elder,UT,DOUBLE DOWN REAL ESTATE LLC,Brigham City,UT,445 W 2850 S,84302,2
49005,Cache,UT,WH1 LLC,Redondo Beach,CA,2015 Manhattan Beach Blvd Ste 100,90278,149
49005,Cache,UT,VISIONARY HOMES 2024 LLC,Logan,UT,2427 N Main St,84341,52
49005,Cache,UT,NEWREZ LLC,Greenville,SC,55 Beattie Pl Ste 100,29601,52
49005,Cache,UT,DR HORTON INC,Draper,UT,12351 S Gateway Park Pl Ste D-100,84020,36
49005,Cache,UT,SALT LAKE WARRIOR LLC,Salt Lake City,UT,675 E 2100 S Ste 210,84106,34
49005,Cache,UT,CAPSTONE CONSULTING LLC,Logan,UT,1755 N 1780 E,84341,34
49005,Cache,UT,MISAWA PROPERTIES LLC,Logan,UT,2427 N Main St,84341,15
49005,Cache,UT,SIERRA HOMEBUILDERS LLC,Tremonton,UT,470 N 2450 W,84337,15
49005,Cache,UT,FOREST GATE SH LLC,Mesa,AZ,5416 E Baseline Rd Ste 120,85206,14
49005,Cache,UT,DMKIMBALL LLC,Salt Lake City,UT,132 W Pierpont Ave,84101,12
49005,Cache,UT,MOUNT LOGAN APARTMENTS LLC,Salt Lake City,UT,132 W Pierpont Ave,84101,10
49005,Cache,UT,HAVEN HOME PROPERTIES LLC,Huntsville,UT,6265 E Hawks Ln,84317,9
49005,Cache,UT,RMHF III SERIES LLC,Ogden,UT,1480 E Ridgeline Dr Ste 101,84405,8
49005,Cache,UT,GLOBAL PROPERTY 2014 LLC,Logan,UT,695 W 1700 S,84321,5
49005,Cache,UT,CKB AG PROPERTIES LLC,Smithfield,UT,3320 W 3800 N,84335,5
49005,Cache,UT,PUDDLE JUMP LLC,Highland,UT,12227 N Bridgegate Way,84003,4
49005,Cache,UT,KARTCHNER HOMES INC,Logan,UT,601 W 1700 S Bldg B,84321,4
49005,Cache,UT,DEES INC,Salt Lake City,UT,1136 E Wilmington Ave Ste 200,84106,4
49005,Cache,UT,BEAR RIVER ASSOCIATION OF GOVERNMENTS,Logan,UT,170 N Main St,84321,4
49005,Cache,UT,UP NORTH HOMES LLC,Logan,UT,760 W 200 N Unit 1,84321,3
49005,Cache,UT,WF SHERWOOD LLC,Providence,UT,90 S Sherwood Dr,84332,3
49005,Cache,UT,LUND KURT,Providence,UT,90 S Sherwood Dr,84332,3
49005,Cache,UT,PAUL AND JULIE DAVIS REVOCABLE TRUST,Smithfield,UT,7518 N Highway 91,84335,3
49005,Cache,UT,BERNICE L KUNZLER FAMILY LLC,Tremonton,UT,620 N 1600 E,84337,3
49005,Cache,UT,RPTD HOLDINGS LLC,Bluffdale,UT,2973 W 13800 S,84065,3
49005,Cache,UT,DLMAC LLC,Providence,UT,803 Canyon Rd,84332,2
49005,Cache,UT,CS LOGAN PROPERTIES LLC,Sandy,UT,11737 S 1700 E,84092,2
49005,Cache,UT,C & L LAND AND LIVESTOCK LLC,Logan,UT,99 N Main St Ste 300,84321,2
49005,Cache,UT,WELLSVILLE SOUTH LLC,Kirkland,AZ,Po Box 238,86332,2
49005,Cache,UT,CMG LEGACY PROPERTIES LLC,Soda Springs,ID,Po Box 704,83276,2
49005,Cache,UT,STORAGE SOLUTIONS LLC,Preston,ID,1567 S 1300 E,83263,2
49005,Cache,UT,HARVEST ACRES LLC,Hyde Park,UT,55 S 900 W Unit 1a,84318,2
49005,Cache,UT,MILLVILLE PROPERTIES LLC,Mapleton,UT,1165 E 400 N,84664,2
49005,Cache,UT,TASH FAMILY TRUST,Fullerton,CA,808 Grandview Ave,92832,2
49005,Cache,UT,FREESTONE FAMILY TRUST,Wellsville,UT,17 W 900 S,84339,2
49005,Cache,UT,SUMMERLANE PROPERTIES LLC,Draper,UT,13783 S Tom Shoemaker Cir,84020,2
49005,Cache,UT,KIM AND CYNTHIA JOHNSON REVOCABLE TRUST,Lewiston,UT,220 N 400 E,84320,2
49005,Cache,UT,SKIDMORE LAND LLC,Richmond,UT,344 W Main St,84333,2
49005,Cache,UT,DENNIS CHARLES MANNING FAMILY REVOCABLE TRUST,Clarkston,UT,Po Box 416,84305,2
49005,Cache,UT,PREFERRED PROPERTY INVESTMENTS LLC,Payson,AZ,1403 E Phoenix St,85541,2
49005,Cache,UT,J RO CORP,Providence,UT,546 N 400 E,84332,2
49005,Cache,UT,TRUE NORTH AVIATION LLC,Ogden,UT,549 W 3900 N,84414,2
49005,Cache,UT,STONEWOOD PROPERTIES LLC,Providence,UT,630 Canyon Rd,84332,2
49005,Cache,UT,HERITAGE LAND HOLDINGS LLC,Tremonton,UT,470 N 2450 W,84337,2
49005,Cache,UT,RE DEVELOPMENT COMPANY LLC,Garland,UT,4465 W 13600 N,84312,2
49005,Cache,UT,VERLYNE & DARON HENRIE FAMILY LIVING TRUST,Logan,UT,950 E 1800 N,84341,2
49007,Carbon,UT,SAINT GEORGE SUNRISE ROTARY FOUNDATION,Saint George,UT,Po Box 1622,84771,48
49007,Carbon,UT,1ST PROPERTIES LLC,Sandy,UT,11544 S Cherry Hill Dr,84094,14
49007,Carbon,UT,1ST PROPERTIES LLC,Bountiful,UT,336 S 1550 E,84010,5
49007,Carbon,UT,1ST PROPERTIES LLC,Sandy,UT,11557 S Cherry Hill Dr,84094,4
49007,Carbon,UT,OBRIEN DAVID L,Price,UT,187 N 100 E,84501,4
49007,Carbon,UT,CFD6 LLC,Lehi,UT,2183 W Main St Ste A203,84043,3
49007,Carbon,UT,CHRISTIANSEN FAMILY TRUST,Saint George,UT,2342 E Bella Rosa Dr,84790,3
49007,Carbon,UT,PRISTINE PROPERTIES MANAGEMENT LLC,Lehi,UT,1318 E 2375 N,84043,3
49007,Carbon,UT,RMCE HEIRLOOM ALF PROPCO LLC,Woods Cross,UT,549 W 900 S Ste 240,84010,3
49007,Carbon,UT,WOODHAVEN LLC,Salt Lake City,UT,Po Box 17227,84117,3
49007,Carbon,UT,GLENN AND KATHLEEN ETZEL FAMILY TRUST,Price,UT,Po Box 882,84501,3
49007,Carbon,UT,CIRCLE K RANCH LLC,Price,UT,Po Box 700,84501,2
49007,Carbon,UT,AMI MINNIE MAUD LLC,Salt Lake City,UT,4627 S Westview Dr,84124,2
49007,Carbon,UT,SOUTHEAST HOLDINGS LLC,Price,UT,Po Box 456,84501,2
49007,Carbon,UT,JMS LLC,Salem,UT,635 E 820 S,84653,2
49007,Carbon,UT,TERRGO PROPERTIES LLC,Provo,UT,3214 N University Ave,84604,2
49007,Carbon,UT,BALANCE ROCK DEVELOPMENT LLC,Santaquin,UT,22 E 860 S,84655,2
49007,Carbon,UT,REDROCK HOSPITALITY GROUP LLC,Provo,UT,364 W 2230 N Ste 202,84604,2
49007,Carbon,UT,KM WEST LLC,Salt Lake City,UT,6550 S 2365 E,84121,2
49007,Carbon,UT,DE VINCENT ENTERPRISES LLC,Helper,UT,54 S Main St,84526,2
49011,Davis,UT,OPENDOOR PROPERTY TRUST,Tempe,AZ,1295 W Washington St Ste 115,85288,1326
49011,Davis,UT,OPENDOOR PROPERTY TRUST,Tempe,AZ,410 N Scottsdale Rd Ste 1000,85288,1013
49011,Davis,UT,OHC LENNAR POOL II LLC,New York,NY,9 W 57th St Fl 10,10019,252
49011,Davis,UT,WH1 LLC,Redondo Beach,CA,2015 Manhattan Beach Blvd Ste 100,90278,149
49011,Davis,UT,NEIGHBOR TO NEIGHBOR HOMES LLC,Redondo Beach,CA,2015 Manhattan Beach Blvd Ste 100,90278,126
49011,Davis,UT,CEDAR BROOK PROPERTIES FUNDING 3 LLC,Coral Gables,FL,4425 Ponce De Leon Blvd Fl 2,33146,122
49011,Davis,UT,GOOD NEIGHBOR HOMES LLC,Redondo Beach,CA,2015 Manhattan Beach Blvd Ste 100,90278,56
49011,Davis,UT,CEDAR BROOK PROPERTIES FUNDING 3 LLC,Coral Gables,FL,,33146,50
49011,Davis,UT,SYMPHONY HOMES LLC,Centerville,UT,111 S Frontage Rd,84014,38
49011,Davis,UT,SALT LAKE WARRIOR LLC,Salt Lake City,UT,675 E 2100 S Ste 210,84106,34
49011,Davis,UT,CEDAR BROOK PROPERTIES FUNDING 3 LLC,Coral Gables,FL,4425 Ponce De Leon Blvd,33146,29
49011,Davis,UT,RESULT ACQUISITIONS LLC,Mesa,AZ,2152 S Vineyard Ste 105,85210,17
49011,Davis,UT,NEIGHBOR TO NEIGHBOR HOMES LLC,Redondo Beach,CA,2015 Manhattan Beach Blvd,90278,17
49011,Davis,UT,UTAH HOUSING CORPORATION,West Valley City,UT,2479 S Lake Park Blvd,84120,14
49011,Davis,UT,SMART MOVE ADVANTAGE REALTY LLC,Kaysville,UT,447 N 300 W Ste 2,84037,13
49011,Davis,UT,PROPERTY SELLER SOLUTIONS LLC,Centerville,UT,233 N 1250 W Ste 102,84014,13
49011,Davis,UT,RAINEY HOMES INC,Bountiful,UT,259 E 500 S,84010,9
49011,Davis,UT,HAVEN HOME PROPERTIES LLC,Huntsville,UT,6265 E Hawks Ln,84317,9
49011,Davis,UT,MC UC3 LLC,Sandy,UT,7525 S Union Park Ave,84047,9
49011,Davis,UT,SWANRIZZCO LLC,Woods Cross,UT,1075 S 500 W,84010,8
49011,Davis,UT,VB4 PROPERTIES LLC,Saint George,UT,782 S River Rd,84790,8
49011,Davis,UT,CREATION HOLDINGS LLC,Ogden,UT,6601 W 200 N,84404,6
49011,Davis,UT,OVATION HOMES LLC,Kaysville,UT,520 N Kays Dr,84037,6
49011,Davis,UT,CEDAR BROOK PROPERTIES FUNDING 3 LLC,Coral Gables,FL,4425 Ponce De Leon Blvd Fl,33146,5
49011,Davis,UT,CASTLE CREEK HOMES II LLC,Roy,UT,1877 W 4000 S,84067,5
49011,Davis,UT,ESSLYO LLC,Bountiful,UT,3415 Medford Dr,84010,5
49011,Davis,UT,TIME AND FAMILY LLC,Bradenton,FL,3214 Anchor Bay Trl,34211,4
49011,Davis,UT,S & T UNIVERSITY PARK II LLC,Layton,UT,2111 W 800 S,84041,4
49011,Davis,UT,COSTCO WHOLESALE CORPORATION,Issaquah,WA,999 Lake Dr,98027,4
49011,Davis,UT,FLANDERS PHIL,Centerville,UT,652 Linda Loma Dr,84014,4
49011,Davis,UT,MOUNTAINLAND ASSETS LLC,Ogden,UT,930 Chambers St # 18,84403,4
49011,Davis,UT,S & T UNIVERSITY PARK I LLC,Layton,UT,2111 W 800 S,84041,4
49011,Davis,UT,CASTLE CREEK HOMES LLC,Roy,UT,1877 W 4000 S,84067,4
49011,Davis,UT,HALO MANAGEMENT LLC,Syracuse,UT,1344 W 2050 S,84075,4
49011,Davis,UT,ADVANCE2SUCCESS LLC,Centerville,UT,679 N 500 E,84014,3
49011,Davis,UT,BUTLER JACQUE,Sandy,UT,2438 E Royal Pine Cv,84093,3
49011,Davis,UT,ELITE REAL ESTATE MANAGEMENT INC,South Jordan,UT,1904 W Ingot Way,84095,3
49011,Davis,UT,STANHOLD LLC,Clearfield,UT,2323 N 475 W,84015,3
49011,Davis,UT,DAN STREET RENTALS LLC,Syracuse,UT,735 W 2400 S,84075,3
49011,Davis,UT,IVORY LAND CORPORATION,Murray,UT,978 E Woodoak Ln,84117,3
49011,Davis,UT,9TH WEST LIMITED PARTNERSHIP,Roy,UT,Po Box 341,84067,3
49011,Davis,UT,TURNKEY CONSTRUCTION LLC,Ogden,UT,383 N 2400 W,84404,3
49011,Davis,UT,S & T UNIVERSITY PARK III LLC,Layton,UT,2111 W 800 S,84041,3
49011,Davis,UT,MAIN & BOUNTIFUL LLC,Bountiful,UT,432 W 3100 S,84010,3
49011,Davis,UT,GVS FAMILY LLC,Alpine,UT,202 Fairview Cir,84004,3
49011,Davis,UT,BSG LLC,Kaysville,UT,1459 W Morning Mist Ln,84037,3
49011,Davis,UT,NJF ENTERPRISES LLC,Kaysville,UT,1270 S Preakness Dr,84037,3
49011,Davis,UT,GAYLE C MILLER TRUST,Park City,UT,8780 Parleys Ln,84098,2
49011,Davis,UT,TNT HOLDINGS LLC,West Jordan,UT,7533 S Center View Ct,84084,2
49011,Davis,UT,JAYTREN HOLDINGS LLC,Farmington,UT,Po Box 980,84025,2
49011,Davis,UT,RIVER BEND FUNDING LLC,Kaysville,UT,423 Cornfield Cir,84037,2
49011,Davis,UT,SOUTH DAVIS SEWER DISTRICT,Salt Lake City,UT,Po Box 140111,84114,2
49011,Davis,UT,CEDAR BROOK PROPERTY FUNDING 3 LLC,Coral Gables,FL,4425 Ponce De Leon Blvd Fl 2,33146,2
49011,Davis,UT,RESCUE 18 LLC,Layton,UT,585 S 2200 W,84041,2
49011,Davis,UT,HORIZON 2024 LLC,Centerville,UT,111 S Frontage Rd,84014,2
49011,Davis,UT,LOGICAL PROPERTIES LLC,Clearfield,UT,714 N 1775 W,84015,2
49011,Davis,UT,HAMBLIN INVESTMENTS INC,Layton,UT,2355 E 2400 N,84040,2
49011,Davis,UT,RIGBY HOMES BUYERS LLC,Layton,UT,2384 Field Stone Way,84041,2
49011,Davis,UT,GAPO INVESTMENTS LLC,Springville,UT,1609 W 1065 S,84663,2
49011,Davis,UT,LENNAR HOMES OF UTAH LLC,Lehi,UT,111 W Traverse Pkwy Ste 300,84043,2
49011,Davis,UT,ALPINE PROFESSIONAL PROPERTIES LLC,Ogden,UT,5651 S 600 E,84405,2
49011,Davis,UT,HERITAGE SQUARE HOLDINGS LLC,Huntsville,UT,Po Box 42,84317,2
